Source File,Left Context,Match,Right Context,Merged Context,Edited Sentence,Selected
export (24).html,całkowitą damę; za nią,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],lat około trzydziestu pięciu.,całkowitą damę; za nią wszedł mężczyzna lat około trzydziestu pięciu.,całkowitą damę; za nią wszedł mężczyzna lat około trzydziestu pięciu.,True
export (24).html,otworzyły się i do pomieszczenia,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w szarej marynarce. Był,otworzyły się i do pomieszczenia wszedł mężczyzna w szarej marynarce. Był,otworzyły się i do pomieszczenia wszedł mężczyzna w szarej marynarce. Był,True
export (24).html,skrzypnięcie drzwi. Do budynku,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"z podwórza, prawdopodobnie woźny","skrzypnięcie drzwi. Do budynku wszedł mężczyzna z podwórza, prawdopodobnie woźny","skrzypnięcie drzwi. Do budynku wszedł mężczyzna z podwórza, prawdopodobnie woźny",True
export (24).html,los prowadził? Do kawiarni,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Znałam go wcześniej,los prowadził? Do kawiarni wszedł mężczyzna . Znałam go wcześniej,los prowadził? Do kawiarni wszedł mężczyzna . Znałam go wcześniej,True
export (24).html,się otworzyły. Do restauracji,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w mundurze. Stanął obok,się otworzyły. Do restauracji wszedł mężczyzna w mundurze. Stanął obok,się otworzyły. Do restauracji wszedł mężczyzna w mundurze. Stanął obok,True
export (24).html,przy zmarłej do domu żałobnego,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Ludzie podobno rozpoznali w,przy zmarłej do domu żałobnego wszedł mężczyzna . Ludzie podobno rozpoznali w,przy zmarłej do domu żałobnego wszedł mężczyzna . Ludzie podobno rozpoznali w,True
export (24).html,80-letniego mieszkańca ul. Legionów,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Zajął gospodarza rozmową na,80-letniego mieszkańca ul. Legionów wszedł mężczyzna . Zajął gospodarza rozmową na,80-letniego mieszkańca ul. Legionów wszedł mężczyzna . Zajął gospodarza rozmową na,True
export (24).html,ul. Chełmińskiej w Grudziądzu,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", który ma od 25","ul. Chełmińskiej w Grudziądzu wszedł mężczyzna , który ma od 25","ul. Chełmińskiej w Grudziądzu wszedł mężczyzna , który ma od 25",True
export (24).html,"zamknięciem banku, do środka",wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"w kominiarce, przystawił jednej","zamknięciem banku, do środka wszedł mężczyzna w kominiarce, przystawił jednej","zamknięciem banku, do środka wszedł mężczyzna w kominiarce, przystawił jednej",True
export (24).html,ul. Rycerskiej do mieszkania,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],pod pozorem naprawy kranu.,ul. Rycerskiej do mieszkania wszedł mężczyzna pod pozorem naprawy kranu.,ul. Rycerskiej do mieszkania wszedł mężczyzna pod pozorem naprawy kranu.,True
export (24).html,budynku pocztowego w Drawskim Młynie,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],ubrany na czarno i z,budynku pocztowego w Drawskim Młynie wszedł mężczyzna ubrany na czarno i z,budynku pocztowego w Drawskim Młynie wszedł mężczyzna ubrany na czarno i z,True
export (24).html,Nagle drzwi się otworzyły i,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],niosący tacę pełną filiżanek -,Nagle drzwi się otworzyły i wszedł mężczyzna niosący tacę pełną filiżanek -,Nagle drzwi się otworzyły i wszedł mężczyzna niosący tacę pełną filiżanek -,True
export (24).html,ulicy Jerozolimskiej w Rawie Mazowieckiej,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Na twarz miał naciągniętą,ulicy Jerozolimskiej w Rawie Mazowieckiej wszedł mężczyzna . Na twarz miał naciągniętą,ulicy Jerozolimskiej w Rawie Mazowieckiej wszedł mężczyzna . Na twarz miał naciągniętą,True
export (24).html,konsumentów. - Do biura,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],i z miejsca zapytał czy,konsumentów. - Do biura wszedł mężczyzna i z miejsca zapytał czy,konsumentów. - Do biura wszedł mężczyzna i z miejsca zapytał czy,True
export (24).html,konsumentów. - Do biura,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],i z miejsca zapytał czy,konsumentów. - Do biura wszedł mężczyzna i z miejsca zapytał czy,konsumentów. - Do biura wszedł mężczyzna i z miejsca zapytał czy,True
export (24).html,Do mieszkania 75-letniej samotnej kobiety,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"i zażądał pieniędzy, jakie","Do mieszkania 75-letniej samotnej kobiety wszedł mężczyzna i zażądał pieniędzy, jakie","Do mieszkania 75-letniej samotnej kobiety wszedł mężczyzna i zażądał pieniędzy, jakie",True
export (24).html,banku przy al. Piłsudskiego,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w niebieskim kombinezonie ze słuchawką,banku przy al. Piłsudskiego wszedł mężczyzna w niebieskim kombinezonie ze słuchawką,banku przy al. Piłsudskiego wszedł mężczyzna w niebieskim kombinezonie ze słuchawką,True
export (24).html,wyważanego okna. Do kuchni,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w samych tylko majtkach i,wyważanego okna. Do kuchni wszedł mężczyzna w samych tylko majtkach i,wyważanego okna. Do kuchni wszedł mężczyzna w samych tylko majtkach i,True
export (24).html,w barze. – Nagle,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", którego znałem z","w barze. – Nagle wszedł mężczyzna , którego znałem z","w barze. – Nagle wszedł mężczyzna , którego znałem z",True
export (24).html,Piastowskiej do autobusu przednimi drzwiami,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],około trzydziestki. Skasował bilet,Piastowskiej do autobusu przednimi drzwiami wszedł mężczyzna około trzydziestki. Skasował bilet,Piastowskiej do autobusu przednimi drzwiami wszedł mężczyzna około trzydziestki. Skasował bilet,True
export (24).html,", w której przebywała pracownica",wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Wyciągnął przedmiot przypominający broń,", w której przebywała pracownica wszedł mężczyzna . Wyciągnął przedmiot przypominający broń",", w której przebywała pracownica wszedł mężczyzna . Wyciągnął przedmiot przypominający broń",True
export (24).html,ul. Legionowej w Markach,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", zamaskowany kominiarką i kapturem","ul. Legionowej w Markach wszedł mężczyzna , zamaskowany kominiarką i kapturem","ul. Legionowej w Markach wszedł mężczyzna , zamaskowany kominiarką i kapturem",True
export (24).html,. 15 do ząbkowskiego komisariatu,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Ze sobą miał torbę,. 15 do ząbkowskiego komisariatu wszedł mężczyzna . Ze sobą miał torbę,. 15 do ząbkowskiego komisariatu wszedł mężczyzna . Ze sobą miał torbę,True
export (24).html,W pewnym momencie do budynku,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"w średnim wieku, po","W pewnym momencie do budynku wszedł mężczyzna w średnim wieku, po","W pewnym momencie do budynku wszedł mężczyzna w średnim wieku, po",True
export (24).html,"nikogo, kiedy do środka",wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],i poprosił o alkohol.,"nikogo, kiedy do środka wszedł mężczyzna i poprosił o alkohol.","nikogo, kiedy do środka wszedł mężczyzna i poprosił o alkohol.",True
export (24).html,"na zaplecze, do sklepu",wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", zamknął drzwi od środka","na zaplecze, do sklepu wszedł mężczyzna , zamknął drzwi od środka","na zaplecze, do sklepu wszedł mężczyzna , zamknął drzwi od środka",True
export (24).html,skupu złomu przy ulicy Chopina,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", który poprosił o wezwanie","skupu złomu przy ulicy Chopina wszedł mężczyzna , który poprosił o wezwanie","skupu złomu przy ulicy Chopina wszedł mężczyzna , który poprosił o wezwanie",True
export (24).html,do sklepu przy ulicy Limanowskiego,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],z przedmiotem przypominającym broń.,do sklepu przy ulicy Limanowskiego wszedł mężczyzna z przedmiotem przypominającym broń.,do sklepu przy ulicy Limanowskiego wszedł mężczyzna z przedmiotem przypominającym broń.,True
export (24).html,.00. Do sklepu,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],trzymający w ręku deskę z,.00. Do sklepu wszedł mężczyzna trzymający w ręku deskę z,.00. Do sklepu wszedł mężczyzna trzymający w ręku deskę z,True
export (24).html,do innego z tucholskich sklepów,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w kominiarce i dokonał kradzieży,do innego z tucholskich sklepów wszedł mężczyzna w kominiarce i dokonał kradzieży,do innego z tucholskich sklepów wszedł mężczyzna w kominiarce i dokonał kradzieży,True
export (24).html,biały dzień do siedziby banku,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],i wymachując - jak się,biały dzień do siedziby banku wszedł mężczyzna i wymachując - jak się,biały dzień do siedziby banku wszedł mężczyzna i wymachując - jak się,True
export (24).html,to ksiądz. Do środka,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"oraz dwie kobiety, proponując","to ksiądz. Do środka wszedł mężczyzna oraz dwie kobiety, proponując","to ksiądz. Do środka wszedł mężczyzna oraz dwie kobiety, proponując",True
export (25).html,krzywości. Spadaj. Chudy,mężczyzna[mężczyzna:subst:sg:nom:m1]odszedł[odejść:praet:sg:m1:perf],w stronę kosmodromu. Dag,krzywości. Spadaj. Chudy mężczyzna odszedł w stronę kosmodromu. Dag,krzywości. Spadaj. Chudy mężczyzna odszedł w stronę kosmodromu. Dag,True
export (25).html,nie dała skutku. Młody,mężczyzna[mężczyzna:subst:sg:nom:m1]odszedł[odejść:praet:sg:m1:perf],z tego świata na oczach,nie dała skutku. Młody mężczyzna odszedł z tego świata na oczach,nie dała skutku. Młody mężczyzna odszedł z tego świata na oczach,True
export (25).html,jednego z nich. 22-letni,mężczyzna[mężczyzna:subst:sg:nom:m1]odszedł[odejść:praet:sg:m1:perf],"na chwilę, by popływać","jednego z nich. 22-letni mężczyzna odszedł na chwilę, by popływać","jednego z nich. 22-letni mężczyzna odszedł na chwilę, by popływać",True
export (25).html,"oporu, oddała telefon i",mężczyzna[mężczyzna:subst:sg:nom:m1]odszedł[odejść:praet:sg:m1:perf],. Podjęliśmy działania natychmiast,"oporu, oddała telefon i mężczyzna odszedł . Podjęliśmy działania natychmiast","oporu, oddała telefon i mężczyzna odszedł . Podjęliśmy działania natychmiast",True
export (26).html,krzywości. Spadaj. Chudy,mężczyzna[mężczyzna:subst:sg:nom:m1]odszedł[odejść:praet:sg:m1:perf],w stronę kosmodromu. Dag,krzywości. Spadaj. Chudy mężczyzna odszedł w stronę kosmodromu. Dag,krzywości. Spadaj. Chudy mężczyzna odszedł w stronę kosmodromu. Dag,True
export (26).html,nie dała skutku. Młody,mężczyzna[mężczyzna:subst:sg:nom:m1]odszedł[odejść:praet:sg:m1:perf],z tego świata na oczach,nie dała skutku. Młody mężczyzna odszedł z tego świata na oczach,nie dała skutku. Młody mężczyzna odszedł z tego świata na oczach,True
export (26).html,jednego z nich. 22-letni,mężczyzna[mężczyzna:subst:sg:nom:m1]odszedł[odejść:praet:sg:m1:perf],"na chwilę, by popływać","jednego z nich. 22-letni mężczyzna odszedł na chwilę, by popływać","jednego z nich. 22-letni mężczyzna odszedł na chwilę, by popływać",True
export (26).html,"oporu, oddała telefon i",mężczyzna[mężczyzna:subst:sg:nom:m1]odszedł[odejść:praet:sg:m1:perf],. Podjęliśmy działania natychmiast,"oporu, oddała telefon i mężczyzna odszedł . Podjęliśmy działania natychmiast","oporu, oddała telefon i mężczyzna odszedł . Podjęliśmy działania natychmiast",True
export (27).html,dziecka. W tej chwili,nadszedł[nadejść:praet:sg:m3:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", który poprzednio przedstawił się","dziecka. W tej chwili nadszedł mężczyzna , który poprzednio przedstawił się","dziecka. W tej chwili nadszedł mężczyzna , który poprzednio przedstawił się",True
export (28).html,mówi Helena Wełniak. Kiedy,mężczyzna[mężczyzna:subst:sg:nom:m1]doszedł[dojść:praet:sg:m1:perf],"nieco do siebie, wyszedł","mówi Helena Wełniak. Kiedy mężczyzna doszedł nieco do siebie, wyszedł","mówi Helena Wełniak. Kiedy mężczyzna doszedł nieco do siebie, wyszedł",True
export (29).html,mówi Helena Wełniak. Kiedy,mężczyzna[mężczyzna:subst:sg:nom:m1]doszedł[dojść:praet:sg:m1:perf],"nieco do siebie, wyszedł","mówi Helena Wełniak. Kiedy mężczyzna doszedł nieco do siebie, wyszedł","mówi Helena Wełniak. Kiedy mężczyzna doszedł nieco do siebie, wyszedł",True
export (3).html,"wskoczyła do nadjeżdżającego tramwaju,",kobieta[kobieta:subst:sg:nom:f]przeszła[przejść:praet:sg:f:perf],na zielonym świetle na drugą,"wskoczyła do nadjeżdżającego tramwaju, kobieta przeszła na zielonym świetle na drugą","wskoczyła do nadjeżdżającego tramwaju, kobieta przeszła na zielonym świetle na drugą",True
export (3).html,pójdę po nią. Wtedy,kobieta[kobieta:subst:sg:nom:f]przeszła[przejść:praet:sg:f:perf],"obok niego, szybko,","pójdę po nią. Wtedy kobieta przeszła obok niego, szybko,","pójdę po nią. Wtedy kobieta przeszła obok niego, szybko,",True
export (3).html,się przed nią. Młoda,kobieta[kobieta:subst:sg:nom:f]przeszła[przejść:praet:sg:f:perf],"obok nich i koniucha,","się przed nią. Młoda kobieta przeszła obok nich i koniucha,","się przed nią. Młoda kobieta przeszła obok nich i koniucha,",True
export (3).html,"chcą, aby przynajmniej ta",kobieta[kobieta:subst:sg:nom:f]przeszła[przejść:praet:sg:f:perf],. Tłum ma ochotę rozszarpać,"chcą, aby przynajmniej ta kobieta przeszła . Tłum ma ochotę rozszarpać","chcą, aby przynajmniej ta kobieta przeszła . Tłum ma ochotę rozszarpać",True
export (3).html,". Badania wykazały, że",kobieta[kobieta:subst:sg:nom:f]przeszła[przejść:praet:sg:f:perf],"udar pionowy mózgu, który",". Badania wykazały, że kobieta przeszła udar pionowy mózgu, który",". Badania wykazały, że kobieta przeszła udar pionowy mózgu, który",True
export (3).html,indyjską Birmę. - Prawdopodobnie,kobieta[kobieta:subst:sg:nom:f]przeszła[przejść:praet:sg:f:perf],"przez ogrodzenie, na wybiegu","indyjską Birmę. - Prawdopodobnie kobieta przeszła przez ogrodzenie, na wybiegu","indyjską Birmę. - Prawdopodobnie kobieta przeszła przez ogrodzenie, na wybiegu",True
export (3).html,kilogramy. Przed urodzeniem trojaczków,kobieta[kobieta:subst:sg:nom:f]przeszła[przejść:praet:sg:f:perf],"kurację hormonalną, tym razem","kilogramy. Przed urodzeniem trojaczków kobieta przeszła kurację hormonalną, tym razem","kilogramy. Przed urodzeniem trojaczków kobieta przeszła kurację hormonalną, tym razem",True
export (3).html,l.). Ta,kobieta[kobieta:subst:sg:nom:f]przeszła[przejść:praet:sg:f:perf],piekło. Trafiła na ulicę,l.). Ta kobieta przeszła piekło. Trafiła na ulicę,l.). Ta kobieta przeszła piekło. Trafiła na ulicę,True
export (3).html,"Gruźlica zaatakowała węzły chłonne,",kobieta[kobieta:subst:sg:nom:f]przeszła[przejść:praet:sg:f:perf],poważną operację. Lekarze zrobili,"Gruźlica zaatakowała węzły chłonne, kobieta przeszła poważną operację. Lekarze zrobili","Gruźlica zaatakowała węzły chłonne, kobieta przeszła poważną operację. Lekarze zrobili",True
export (3).html,"zapanowała w galerii handlowej,",kobieta[kobieta:subst:sg:nom:f]przeszła[przejść:praet:sg:f:perf],przez bramkę raz jeszcze -,"zapanowała w galerii handlowej, kobieta przeszła przez bramkę raz jeszcze -","zapanowała w galerii handlowej, kobieta przeszła przez bramkę raz jeszcze -",True
export (30).html,1700 lat temu do władzy,doszedł[dojść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", który Cesarstwo Rzymskie uratował","1700 lat temu do władzy doszedł mężczyzna , który Cesarstwo Rzymskie uratował","1700 lat temu do władzy doszedł mężczyzna , który Cesarstwo Rzymskie uratował",True
export (31).html,spowodowało zatrzymanie maszyny. Gdy,mężczyzna[mężczyzna:subst:sg:nom:m1]zszedł[zejść:praet:sg:m1:perf],"w głąb, prawdopodobnie by","spowodowało zatrzymanie maszyny. Gdy mężczyzna zszedł w głąb, prawdopodobnie by","spowodowało zatrzymanie maszyny. Gdy mężczyzna zszedł w głąb, prawdopodobnie by",True
export (32).html,ucho. - Dlaczego to,dziecko[dziecko:subst:sg:nom:n]weszło[wejść:praet:sg:n:perf],pod łóżko? - dopytywała,ucho. - Dlaczego to dziecko weszło pod łóżko? - dopytywała,ucho. - Dlaczego to dziecko weszło pod łóżko? - dopytywała,True
export (32).html,"dowiedzieliśmy od policji,",dziecko[dziecko:subst:sg:nom:n]weszło[wejść:praet:sg:n:perf],"na płyty porośnięte mchem,","dowiedzieliśmy od policji, dziecko weszło na płyty porośnięte mchem,","dowiedzieliśmy od policji, dziecko weszło na płyty porośnięte mchem,",True
export (32).html,"okazało, w czasie gdy",dziecko[dziecko:subst:sg:nom:n]weszło[wejść:praet:sg:n:perf],"na okno, nikt się","okazało, w czasie gdy dziecko weszło na okno, nikt się","okazało, w czasie gdy dziecko weszło na okno, nikt się",True
export (32).html,"intencji Barbary, aby to",dziecko[dziecko:subst:sg:nom:n]weszło[wejść:praet:sg:n:perf],na dobrą drogę. Ojcze,"intencji Barbary, aby to dziecko weszło na dobrą drogę. Ojcze","intencji Barbary, aby to dziecko weszło na dobrą drogę. Ojcze",True
export (33).html,", że do ich rodziny",weszło[wejść:praet:sg:n:perf]dziecko[dziecko:subst:sg:nom:n],", na którego wychowanie osobiście",", że do ich rodziny weszło dziecko , na którego wychowanie osobiście",", że do ich rodziny weszło dziecko , na którego wychowanie osobiście",True
export (34).html,"dramatycznych przeżyć, przez które",dziecko[dziecko:subst:sg:nom:n]przeszło[przejść:praet:sg:n:perf],. Panie Marszałku! Wysoka,"dramatycznych przeżyć, przez które dziecko przeszło . Panie Marszałku! Wysoka","dramatycznych przeżyć, przez które dziecko przeszło . Panie Marszałku! Wysoka",True
export (34).html,"bardzo ważne, by Państwa",dziecko[dziecko:subst:sg:nom:n]przeszło[przejść:praet:sg:n:perf],takie badanie!,"bardzo ważne, by Państwa dziecko przeszło takie badanie!","bardzo ważne, by Państwa dziecko przeszło takie badanie!",True
export (34).html,pewnością wiedział. - Ile,dziecko[dziecko:subst:sg:nom:n]przeszło[przejść:praet:sg:n:perf],operacji? - Kilka.,pewnością wiedział. - Ile dziecko przeszło operacji? - Kilka.,pewnością wiedział. - Ile dziecko przeszło operacji? - Kilka.,True
export (35).html,"dramatycznych przeżyć, przez które",dziecko[dziecko:subst:sg:nom:n]przeszło[przejść:praet:sg:n:perf],. Panie Marszałku! Wysoka,"dramatycznych przeżyć, przez które dziecko przeszło . Panie Marszałku! Wysoka","dramatycznych przeżyć, przez które dziecko przeszło . Panie Marszałku! Wysoka",True
export (35).html,"bardzo ważne, by Państwa",dziecko[dziecko:subst:sg:nom:n]przeszło[przejść:praet:sg:n:perf],takie badanie!,"bardzo ważne, by Państwa dziecko przeszło takie badanie!","bardzo ważne, by Państwa dziecko przeszło takie badanie!",True
export (35).html,pewnością wiedział. - Ile,dziecko[dziecko:subst:sg:nom:n]przeszło[przejść:praet:sg:n:perf],operacji? - Kilka.,pewnością wiedział. - Ile dziecko przeszło operacji? - Kilka.,pewnością wiedział. - Ile dziecko przeszło operacji? - Kilka.,True
export (36).html,mogło być mowy. Prawdziwe,nieszczęście[nieszczęście:subst:sg:nom:n]nadeszło[nadejść:praet:sg:n:perf],jednak 22 lipca. W,mogło być mowy. Prawdziwe nieszczęście nadeszło jednak 22 lipca. W,mogło być mowy. Prawdziwe nieszczęście nadeszło jednak 22 lipca. W,True
export (37).html,mogło być mowy. Prawdziwe,nieszczęście[nieszczęście:subst:sg:nom:n]nadeszło[nadejść:praet:sg:n:perf],jednak 22 lipca. W,mogło być mowy. Prawdziwe nieszczęście nadeszło jednak 22 lipca. W,mogło być mowy. Prawdziwe nieszczęście nadeszło jednak 22 lipca. W,True
export (38).html,wieków w historii Chin zanim,nadeszło[nadejść:praet:sg:n:perf]szczęście[szczęście:subst:sg:acc:n],i pojawił się geniusz tak,wieków w historii Chin zanim nadeszło szczęście i pojawił się geniusz tak,wieków w historii Chin zanim nadeszło szczęście i pojawił się geniusz tak,True
export (39).html,"’owi, że niewinne",dziecko[dziecko:subst:sg:nom:n]odeszło[odejść:praet:sg:n:perf],bezpowrotnie. Czy Tin kiedykolwiek,"’owi, że niewinne dziecko odeszło bezpowrotnie. Czy Tin kiedykolwiek","’owi, że niewinne dziecko odeszło bezpowrotnie. Czy Tin kiedykolwiek",True
export (39).html,śmy jej przekonać. Więc,dziecko[dziecko:subst:sg:nom:n]odeszło[odejść:praet:sg:n:perf],"w strasznych mękach, chociaż","śmy jej przekonać. Więc dziecko odeszło w strasznych mękach, chociaż","śmy jej przekonać. Więc dziecko odeszło w strasznych mękach, chociaż",True
export (4).html,jeszcze stać. Obok podwórka,przeszła[przejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],z dwoma wielkimi owczarkami na,jeszcze stać. Obok podwórka przeszła kobieta z dwoma wielkimi owczarkami na,jeszcze stać. Obok podwórka przeszła kobieta z dwoma wielkimi owczarkami na,True
export (4).html,przy stacji Poznań-Wschód,przeszła[przejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],", która pchała wózek z","przy stacji Poznań-Wschód przeszła kobieta , która pchała wózek z","przy stacji Poznań-Wschód przeszła kobieta , która pchała wózek z",True
export (4).html,"przyjaciela, gdy obok mnie",przeszła[przejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],". Pierwszą rzeczą, jaką","przyjaciela, gdy obok mnie przeszła kobieta . Pierwszą rzeczą, jaką","przyjaciela, gdy obok mnie przeszła kobieta . Pierwszą rzeczą, jaką",True
export (40).html,wszystkich oszukanych klientów. Na,szczęście[szczęście:subst:sg:acc:n]odeszło[odejść:praet:sg:n:perf],tylko kilku. Pozostali dali,wszystkich oszukanych klientów. Na szczęście odeszło tylko kilku. Pozostali dali,wszystkich oszukanych klientów. Na szczęście odeszło tylko kilku. Pozostali dali,True
export (41).html,"gwałt urządzić nowe życie,",dziecko[dziecko:subst:sg:nom:n]zeszło[zejść:praet:sg:n:perf],na drugi plan. Syn,"gwałt urządzić nowe życie, dziecko zeszło na drugi plan. Syn","gwałt urządzić nowe życie, dziecko zeszło na drugi plan. Syn",True
export (42).html,było tu też goręcej:,słońce[słońce:subst:sg:nom:n]zeszło[zejść:praet:sg:n:perf],"na tyle nisko, że","było tu też goręcej: słońce zeszło na tyle nisko, że","było tu też goręcej: słońce zeszło na tyle nisko, że",True
export (43).html,", już potem, kiedy",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],"i dojechaliśmy tam,",", już potem, kiedy zaszło słońce i dojechaliśmy tam,",", już potem, kiedy zaszło słońce i dojechaliśmy tam,",True
export (43).html,się nad Kadzidłem. Wreszcie,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],i rozpętała się burza.,się nad Kadzidłem. Wreszcie zaszło słońce i rozpętała się burza.,się nad Kadzidłem. Wreszcie zaszło słońce i rozpętała się burza.,True
export (43).html,a dla niego na zawsze,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],... Dopiero Ewelina,a dla niego na zawsze zaszło słońce ... Dopiero Ewelina,a dla niego na zawsze zaszło słońce ... Dopiero Ewelina,True
export (43).html,do widzenia. Nad miastem,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", wiatr się zerwał silny","do widzenia. Nad miastem zaszło słońce , wiatr się zerwał silny","do widzenia. Nad miastem zaszło słońce , wiatr się zerwał silny",True
export (43).html,"zimno. Wiatr zamarł,",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],. Ludzie poruszali się jak,"zimno. Wiatr zamarł, zaszło słońce . Ludzie poruszali się jak","zimno. Wiatr zamarł, zaszło słońce . Ludzie poruszali się jak",True
export (43).html,doczeka jutra. Lecz zanim,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", ujrzał statek. Zaczął","doczeka jutra. Lecz zanim zaszło słońce , ujrzał statek. Zaczął","doczeka jutra. Lecz zanim zaszło słońce , ujrzał statek. Zaczął",True
export (43).html,Nad Bagnem w tym czasie,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", wzeszła ""Arka""","Nad Bagnem w tym czasie zaszło słońce , wzeszła ""Arka""","Nad Bagnem w tym czasie zaszło słońce , wzeszła ""Arka""",True
export (43).html,nic nie odpowiedział. Ledwie,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", znów wypłynął na wodę","nic nie odpowiedział. Ledwie zaszło słońce , znów wypłynął na wodę","nic nie odpowiedział. Ledwie zaszło słońce , znów wypłynął na wodę",True
export (43).html,się kochać. Po prostu,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],i bez bluzki zaczęło jej,się kochać. Po prostu zaszło słońce i bez bluzki zaczęło jej,się kochać. Po prostu zaszło słońce i bez bluzki zaczęło jej,True
export (43).html,"tak wielkie, że kiedy",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", to się okropnie bał","tak wielkie, że kiedy zaszło słońce , to się okropnie bał","tak wielkie, że kiedy zaszło słońce , to się okropnie bał",True
export (43).html,w ząbki ratuszem parę razy,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],". Istnieje gumiaste danie,","w ząbki ratuszem parę razy zaszło słońce . Istnieje gumiaste danie,","w ząbki ratuszem parę razy zaszło słońce . Istnieje gumiaste danie,",True
export (43).html,"pod nimi ściemniało, jakby",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", zarazem pojawiły się w","pod nimi ściemniało, jakby zaszło słońce , zarazem pojawiły się w","pod nimi ściemniało, jakby zaszło słońce , zarazem pojawiły się w",True
export (43).html,już mrużyć oczu. Widocznie,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:acc:n],- pomyślał. Przez wąską,już mrużyć oczu. Widocznie zaszło słońce - pomyślał. Przez wąską,już mrużyć oczu. Widocznie zaszło słońce - pomyślał. Przez wąską,True
