,Left_Context,Match,Right_Context,Merged_Context,Edited_Sentence,Edited_Parsing,Edited_Length,Edited_Targets,Edited_Targets_POS,Edited_branching,Edited_Targets_Branching,Edited_Entropy,Edited_Entropy_Cluster,Edited_Entropy_Markov,Edited_JS_Distance_Cluster,Translated_Sentence,Translated_Parsing,Translated_Length,Translated_branching,Translated_Targets_Branching,Translated_Target_Noun_Branching,Translated_Entropy,Translated_Entropy_Cluster,Translated_Entropy_Markov,Translated_JS_Distance_Cluster
232,"zaskoczyło mnie, jak szybko",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],. Potem sobie przypomniałem,"zaskoczyło mnie, jak szybko zaszło słońce . Potem sobie przypomniałem","Zaskoczyło mnie, jak szybko zaszło słońce.
","[('Zaskoczyło', 'Zaskoczyło', 'ROOT'), ('mnie', 'Zaskoczyło', 'obj'), (',', 'zaszło', 'punct'), ('jak', 'szybko', 'advmod'), ('szybko', 'zaszło', 'advmod'), ('zaszło', 'Zaskoczyło', 'ccomp'), ('słońce', 'zaszło', 'nsubj'), ('.', 'Zaskoczyło', 'punct'), ('\n', '.', 'dep')]",6,"('zaszło', 'słońce')","('[zajść:praet:sg:n:perf]', '[słońce:subst:sg:nom:n]')","{'Zaskoczyło': 3, 'mnie': 0, ',': 0, 'jak': 0, 'szybko': 1, 'zaszło': 3, 'słońce': 0, '.': 1, '\n': 0}","({zaszło: 3, słońce: 0})",0.3321216594310294,1,3.955549270647886,10.0,"I was surprised how quickly the sun set.
","[('I', 'was', 'nsubj'), ('was', 'was', 'ROOT'), ('surprised', 'was', 'acomp'), ('how', 'quickly', 'advmod'), ('quickly', 'set', 'advmod'), ('the', 'set', 'det'), ('sun', 'set', 'compound'), ('set', 'surprised', 'ccomp'), ('.', 'was', 'punct'), ('\n', '.', 'dep')]",8,"{'I': 0, 'was': 3, 'surprised': 1, 'how': 0, 'quickly': 1, 'the': 0, 'sun': 0, 'set': 3, '.': 1, '\n': 0}","{'set': 3, 'was': 3}",{'sun': 0},0.3864343703982398,0,0.4314450274687239,2
233,"błędem, bo po pierwsze",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"na trzy tygodnie, a","błędem, bo po pierwsze słońce zaszło na trzy tygodnie, a","Słońce zaszło na trzy tygodnie, a nikt nie przewidział, że polarną noc skomplikuje silny sztorm.","[('Słońce', 'zaszło', 'nsubj'), ('zaszło', 'zaszło', 'ROOT'), ('na', 'tygodnie', 'case'), ('trzy', 'tygodnie', 'nummod'), ('tygodnie', 'zaszło', 'obl'), (',', 'przewidział', 'punct'), ('a', 'przewidział', 'cc'), ('nikt', 'przewidział', 'nsubj'), ('nie', 'przewidział', 'advmod:neg'), ('przewidział', 'zaszło', 'conj'), (',', 'skomplikuje', 'punct'), ('że', 'skomplikuje', 'mark'), ('polarną', 'noc', 'amod'), ('noc', 'skomplikuje', 'obl'), ('skomplikuje', 'przewidział', 'ccomp:obj'), ('silny', 'sztorm', 'amod'), ('sztorm', 'skomplikuje', 'nsubj'), ('.', 'zaszło', 'punct')]",15,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Słońce': 0, 'zaszło': 4, 'na': 0, 'trzy': 0, 'tygodnie': 2, ',': 0, 'a': 0, 'nikt': 0, 'nie': 0, 'przewidział': 5, 'że': 0, 'polarną': 0, 'noc': 1, 'skomplikuje': 4, 'silny': 0, 'sztorm': 1, '.': 0}","({słońce: None, zaszło: 4})",1.907804193595726,3,-77.51378004064861,11.0,"The sun set for three weeks, and no one predicted that the polar night would be complicated by a severe storm.","[('The', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('set', 'set', 'ROOT'), ('for', 'set', 'prep'), ('three', 'weeks', 'nummod'), ('weeks', 'for', 'pobj'), (',', 'set', 'punct'), ('and', 'set', 'cc'), ('no', 'one', 'det'), ('one', 'predicted', 'nsubj'), ('predicted', 'set', 'conj'), ('that', 'complicated', 'mark'), ('the', 'night', 'det'), ('polar', 'night', 'amod'), ('night', 'complicated', 'nsubjpass'), ('would', 'complicated', 'aux'), ('be', 'complicated', 'auxpass'), ('complicated', 'predicted', 'ccomp'), ('by', 'complicated', 'agent'), ('a', 'storm', 'det'), ('severe', 'storm', 'amod'), ('storm', 'by', 'pobj'), ('.', 'predicted', 'punct')]",21,"{'The': 0, 'sun': 1, 'set': 5, 'for': 1, 'three': 0, 'weeks': 1, ',': 0, 'and': 0, 'no': 0, 'one': 1, 'predicted': 3, 'that': 0, 'the': 0, 'polar': 0, 'night': 2, 'would': 0, 'be': 0, 'complicated': 5, 'by': 1, 'a': 0, 'severe': 0, 'storm': 2, '.': 0}","{'be': 0, 'set': 5}",{'sun': 1},1.4595309337426394,1,-84.0544515781635,2
234,zaczęła od początku. Zanim,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", domostwo było ocieplone,","zaczęła od początku. Zanim słońce zaszło , domostwo było ocieplone,","Zanim słońce zaszło, domostwo było ocieplone.","[('Zanim', 'zaszło', 'mark'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'ocieplone', 'advcl'), (',', 'ocieplone', 'punct'), ('domostwo', 'ocieplone', 'nsubj:pass'), ('było', 'ocieplone', 'aux:pass'), ('ocieplone', 'ocieplone', 'ROOT'), ('.', 'ocieplone', 'punct')]",6,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Zanim': 0, 'słońce': 0, 'zaszło': 2, ',': 0, 'domostwo': 0, 'było': 0, 'ocieplone': 5, '.': 0}","({słońce: 0, zaszło: 2})",0.6883843887067969,2,0.0207526876523128,11.0,Before the sun set the house was warmed.,"[('Before', 'set', 'mark'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('set', 'warmed', 'advcl'), ('the', 'house', 'det'), ('house', 'warmed', 'nsubjpass'), ('was', 'warmed', 'auxpass'), ('warmed', 'warmed', 'ROOT'), ('.', 'warmed', 'punct')]",8,"{'Before': 0, 'the': 0, 'sun': 1, 'set': 2, 'house': 1, 'was': 0, 'warmed': 4, '.': 0}","{'set': 2, 'warmed': 4, 'was': 0}",{'sun': 1},1.120352303745901,3,0.0009155593368193,2
235,się im dotrzeć. Wnet,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],za garby Furki. Nikt,się im dotrzeć. Wnet słońce zaszło za garby Furki. Nikt,Wnet słońce zaszło za garby Furki.,"[('Wnet', 'zaszło', 'advmod'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'zaszło', 'ROOT'), ('za', 'garby', 'case'), ('garby', 'zaszło', 'obl'), ('Furki', 'garby', 'nmod'), ('.', 'zaszło', 'punct')]",6,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Wnet': 0, 'słońce': 0, 'zaszło': 4, 'za': 0, 'garby': 2, 'Furki': 0, '.': 0}","({słońce: 0, zaszło: 4})",0.1194211281884255,1,-0.1216442235635572,11.0,Soon the sun set behind Furka's humps.,"[('Soon', 'set', 'advmod'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('set', 'set', 'ROOT'), ('behind', 'set', 'prep'), ('Furka&#39;s', 'set', 'punct'), ('humps', 'set', 'dobj'), ('.', 'set', 'punct')]",7,"{'Soon': 0, 'the': 0, 'sun': 1, 'set': 6, 'behind': 0, 'Furka&#39;s': 0, 'humps': 0, '.': 0}",{'set': 6},{'sun': 1},1.0122543577135898,3,2.0397214267043724e-06,2
236,"i drogi rozmiękły, wreszcie",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"i noc nastała, żadnym","i drogi rozmiękły, wreszcie słońce zaszło i noc nastała, żadnym",Wreszcie słońce zaszło i noc nastała.,"[('Wreszcie', 'zaszło', 'advmod:emph'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'zaszło', 'ROOT'), ('i', 'nastała', 'cc'), ('noc', 'nastała', 'nsubj'), ('nastała', 'zaszło', 'conj'), ('.', 'zaszło', 'punct')]",6,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Wreszcie': 0, 'słońce': 0, 'zaszło': 4, 'i': 0, 'noc': 0, 'nastała': 2, '.': 0}","({słońce: 0, zaszło: 4})",0.1100335370618824,1,25.735053607929352,6.0,Finally the sun set and night came.,"[('Finally', 'set', 'advmod'), ('the', 'sun', 'det'), ('sun', 'set', 'compound'), ('set', 'came', 'nsubj'), ('and', 'set', 'cc'), ('night', 'set', 'conj'), ('came', 'came', 'ROOT'), ('.', 'came', 'punct')]",7,"{'Finally': 0, 'the': 0, 'sun': 1, 'set': 4, 'and': 0, 'night': 0, 'came': 2, '.': 0}","{'came': 2, 'set': 4}",{'sun': 1},1.421595236647998,1,0.0015657522814039,2
237,", powiewał przejmujący wiatr,",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],za ciemną chmurkę. Gromada,", powiewał przejmujący wiatr, słońce zaszło za ciemną chmurkę. Gromada","Powiewał przejmujący wiatr, słońce zaszło za ciemną chmurkę.","[('Powiewał', 'Powiewał', 'ROOT'), ('przejmujący', 'wiatr', 'amod'), ('wiatr', 'Powiewał', 'obj'), (',', 'zaszło', 'punct'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'Powiewał', 'conj'), ('za', 'chmurkę', 'case'), ('ciemną', 'chmurkę', 'amod'), ('chmurkę', 'zaszło', 'obl:arg'), ('.', 'Powiewał', 'punct')]",8,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Powiewał': 3, 'przejmujący': 0, 'wiatr': 1, ',': 0, 'słońce': 0, 'zaszło': 3, 'za': 0, 'ciemną': 0, 'chmurkę': 2, '.': 0}","({słońce: 0, zaszło: 3})",0.123897209031821,1,0.1794728387638799,5.0,"A biting wind was blowing, the sun had set behind a dark cloud.","[('A', 'wind', 'det'), ('biting', 'wind', 'amod'), ('wind', 'blowing', 'nsubj'), ('was', 'blowing', 'aux'), ('blowing', 'set', 'ccomp'), (',', 'set', 'punct'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('had', 'set', 'aux'), ('set', 'set', 'ROOT'), ('behind', 'set', 'prep'), ('a', 'cloud', 'det'), ('dark', 'cloud', 'amod'), ('cloud', 'behind', 'pobj'), ('.', 'set', 'punct')]",13,"{'A': 0, 'biting': 0, 'wind': 2, 'was': 0, 'blowing': 2, ',': 0, 'the': 0, 'sun': 1, 'had': 0, 'set': 6, 'behind': 1, 'a': 0, 'dark': 0, 'cloud': 2, '.': 0}","{'had': 0, 'set': 6, 'was': 0}",{'sun': 1},0.5707034280645108,0,0.0005726705036598,2
238,to po coś. Chociaż,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],mi drogę w tamtym uniesieniu,to po coś. Chociaż słońce zaszło mi drogę w tamtym uniesieniu,Chociaż słońce zaszło mi drogę w tamtym uniesieniu.,"[('Chociaż', 'zaszło', 'mark'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'zaszło', 'ROOT'), ('mi', 'zaszło', 'iobj'), ('drogę', 'zaszło', 'obj'), ('w', 'uniesieniu', 'case'), ('tamtym', 'uniesieniu', 'det'), ('uniesieniu', 'zaszło', 'obl'), ('.', 'zaszło', 'punct')]",8,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Chociaż': 0, 'słońce': 0, 'zaszło': 6, 'mi': 0, 'drogę': 0, 'w': 0, 'tamtym': 0, 'uniesieniu': 2, '.': 0}","({słońce: 0, zaszło: 6})",0.1336136152421981,1,-65.779054150936,4.0,Although the sun set on my path in that elation.,"[('Although', 'set', 'mark'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('set', 'set', 'ROOT'), ('on', 'set', 'prep'), ('my', 'path', 'poss'), ('path', 'on', 'pobj'), ('in', 'path', 'prep'), ('that', 'elation', 'det'), ('elation', 'in', 'pobj'), ('.', 'set', 'punct')]",10,"{'Although': 0, 'the': 0, 'sun': 1, 'set': 4, 'on': 1, 'my': 0, 'path': 2, 'in': 1, 'that': 0, 'elation': 1, '.': 0}",{'set': 4},{'sun': 1},0.4604646836982785,0,-27.85468979427007,2
239,". Poczekałem, aż",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],w dół - także w,". Poczekałem, aż słońce zaszło w dół - także w","Poczekałem, aż słońce zaszło w dół.","[('Poczekałem', 'Poczekałem', 'ROOT'), (',', 'zaszło', 'punct'), ('aż', 'zaszło', 'mark'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'Poczekałem', 'ccomp'), ('w', 'dół', 'case'), ('dół', 'zaszło', 'obl'), ('.', 'Poczekałem', 'punct')]",6,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Poczekałem': 2, ',': 0, 'aż': 0, 'słońce': 0, 'zaszło': 4, 'w': 0, 'dół': 1, '.': 0}","({słońce: 0, zaszło: 4})",0.1004326235865592,1,-2.125955489347181,3.0,I waited until the sun went down.,"[('I', 'waited', 'nsubj'), ('waited', 'waited', 'ROOT'), ('until', 'went', 'mark'), ('the', 'sun', 'det'), ('sun', 'went', 'nsubj'), ('went', 'waited', 'advcl'), ('down', 'went', 'prt'), ('.', 'waited', 'punct')]",7,"{'I': 0, 'waited': 3, 'until': 0, 'the': 0, 'sun': 1, 'went': 3, 'down': 0, '.': 0}","{'waited': 3, 'went': 3}",{'sun': 1},0.0671014503741177,2,0.0,2
240,osiodłali swoje konie. Nim,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", byli już daleko w","osiodłali swoje konie. Nim słońce zaszło , byli już daleko w","Nim słońce zaszło, byli już daleko w drodze.","[('Nim', 'zaszło', 'mark'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'zaszło', 'ROOT'), (',', 'byli', 'punct'), ('byli', 'zaszło', 'conj'), ('już', 'daleko', 'advmod:emph'), ('daleko', 'drodze', 'advmod'), ('w', 'drodze', 'case'), ('drodze', 'byli', 'obl'), ('.', 'zaszło', 'punct')]",8,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Nim': 0, 'słońce': 0, 'zaszło': 4, ',': 0, 'byli': 2, 'już': 0, 'daleko': 1, 'w': 0, 'drodze': 2, '.': 0}","({słońce: 0, zaszło: 4})",0.4456010190669098,2,-329.2813018730725,11.0,By the time the sun set they were already far along.,"[('By', 'were', 'prep'), ('the', 'time', 'det'), ('time', 'By', 'pobj'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('set', 'time', 'relcl'), ('they', 'were', 'nsubj'), ('were', 'were', 'ROOT'), ('already', 'were', 'advmod'), ('far', 'along', 'advmod'), ('along', 'were', 'advmod'), ('.', 'were', 'punct')]",11,"{'By': 1, 'the': 0, 'time': 2, 'sun': 1, 'set': 1, 'they': 0, 'were': 5, 'already': 0, 'far': 0, 'along': 1, '.': 0}","{'set': 1, 'were': 5}",{'sun': 1},1.8164750602011883,4,0.0011819479167411,2
241,pot z czoła. Chociaż,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", na dworze było ciągle","pot z czoła. Chociaż słońce zaszło , na dworze było ciągle","Chociaż słońce zaszło, na dworze było ciągle jasno. ","[('Chociaż', 'zaszło', 'mark'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'było', 'advcl'), (',', 'dworze', 'punct'), ('na', 'dworze', 'case'), ('dworze', 'było', 'obl'), ('było', 'było', 'ROOT'), ('ciągle', 'jasno', 'advmod'), ('jasno', 'było', 'advmod'), ('.', 'było', 'punct')]",8,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Chociaż': 0, 'słońce': 0, 'zaszło': 2, ',': 0, 'na': 0, 'dworze': 2, 'było': 4, 'ciągle': 0, 'jasno': 1, '.': 0}","({słońce: 0, zaszło: 2})",0.2633407578041193,1,5.925764289804781,3.0,"Even though the sun had set, it was still light outside. ","[('Even', 'set', 'advmod'), ('though', 'set', 'mark'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('had', 'set', 'aux'), ('set', 'was', 'advcl'), (',', 'was', 'punct'), ('it', 'was', 'nsubj'), ('was', 'was', 'ROOT'), ('still', 'was', 'advmod'), ('light', 'was', 'acomp'), ('outside', 'was', 'advmod'), ('.', 'was', 'punct')]",11,"{'Even': 0, 'though': 0, 'the': 0, 'sun': 1, 'had': 0, 'set': 4, ',': 0, 'it': 0, 'was': 7, 'still': 0, 'light': 0, 'outside': 0, '.': 0}","{'had': 0, 'set': 4, 'was': 7}",{'sun': 1},0.6790451613400081,0,0.0008583559518844,2
242,jego rzeczywistej postaci. Gdy,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],poza imitacje murów północnego Uggioforte,jego rzeczywistej postaci. Gdy słońce zaszło poza imitacje murów północnego Uggioforte,"Gdy słońce zaszło poza imitacje murów północnego Uggioforte, niebo przybrało ciemniejsze barwy.","[('Gdy', 'zaszło', 'advmod'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'przybrało', 'advcl'), ('poza', 'imitacje', 'case'), ('imitacje', 'zaszło', 'obl'), ('murów', 'imitacje', 'nmod:arg'), ('północnego', 'murów', 'amod'), ('Uggioforte', 'imitacje', 'acl'), (',', 'zaszło', 'punct'), ('niebo', 'przybrało', 'nsubj'), ('przybrało', 'przybrało', 'ROOT'), ('ciemniejsze', 'barwy', 'amod'), ('barwy', 'przybrało', 'obj'), ('.', 'przybrało', 'punct')]",12,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Gdy': 0, 'słońce': 0, 'zaszło': 4, 'poza': 0, 'imitacje': 3, 'murów': 1, 'północnego': 0, 'Uggioforte': 0, ',': 0, 'niebo': 0, 'przybrało': 4, 'ciemniejsze': 0, 'barwy': 1, '.': 0}","({słońce: 0, zaszło: 4})",1.8204445869518664,3,0.1110784934461271,3.0,"As the sun set beyond the imitation walls of northern Uggioforte, the sky took on darker hues.","[('As', 'set', 'mark'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('set', 'took', 'advcl'), ('beyond', 'set', 'prep'), ('the', 'walls', 'det'), ('imitation', 'walls', 'compound'), ('walls', 'beyond', 'pobj'), ('of', 'walls', 'prep'), ('northern', 'Uggioforte', 'amod'), ('Uggioforte', 'of', 'pobj'), (',', 'took', 'punct'), ('the', 'sky', 'det'), ('sky', 'took', 'nsubj'), ('took', 'took', 'ROOT'), ('on', 'took', 'prt'), ('darker', 'hues', 'amod'), ('hues', 'took', 'dobj'), ('.', 'took', 'punct')]",17,"{'As': 0, 'the': 0, 'sun': 1, 'set': 3, 'beyond': 1, 'imitation': 0, 'walls': 3, 'of': 1, 'northern': 0, 'Uggioforte': 1, ',': 0, 'sky': 1, 'took': 6, 'on': 0, 'darker': 0, 'hues': 1, '.': 0}","{'set': 3, 'took': 6}",{'sun': 1},0.0621421964052577,2,0.0,2
243,pozostać na statku. Gdy,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"i mrok zapadał, wesołe","pozostać na statku. Gdy słońce zaszło i mrok zapadał, wesołe","Gdy słońce zaszło i mrok zapadał, wesołe głosy rozbrzmiewały jeszcze przez chwilę.","[('Gdy', 'zaszło', 'advmod'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'rozbrzmiewały', 'advcl'), ('i', 'zapadał', 'cc'), ('mrok', 'zapadał', 'nsubj'), ('zapadał', 'zaszło', 'conj'), (',', 'rozbrzmiewały', 'punct'), ('wesołe', 'głosy', 'amod'), ('głosy', 'rozbrzmiewały', 'nsubj'), ('rozbrzmiewały', 'rozbrzmiewały', 'ROOT'), ('jeszcze', 'chwilę', 'advmod:emph'), ('przez', 'chwilę', 'case'), ('chwilę', 'rozbrzmiewały', 'obl'), ('.', 'rozbrzmiewały', 'punct')]",12,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Gdy': 0, 'słońce': 0, 'zaszło': 3, 'i': 0, 'mrok': 0, 'zapadał': 2, ',': 0, 'wesołe': 0, 'głosy': 1, 'rozbrzmiewały': 5, 'jeszcze': 0, 'przez': 0, 'chwilę': 2, '.': 0}","({słońce: 0, zaszło: 3})",0.9351706792349712,4,-130.50367281647442,3.0,"As the sun set and darkness fell, the cheerful voices continued to ring for a while.","[('As', 'set', 'mark'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('set', 'continued', 'advcl'), ('and', 'set', 'cc'), ('darkness', 'fell', 'nsubj'), ('fell', 'set', 'conj'), (',', 'continued', 'punct'), ('the', 'voices', 'det'), ('cheerful', 'voices', 'amod'), ('voices', 'continued', 'nsubj'), ('continued', 'continued', 'ROOT'), ('to', 'ring', 'aux'), ('ring', 'continued', 'xcomp'), ('for', 'ring', 'prep'), ('a', 'while', 'det'), ('while', 'for', 'pobj'), ('.', 'continued', 'punct')]",16,"{'As': 0, 'the': 0, 'sun': 1, 'set': 4, 'and': 0, 'darkness': 0, 'fell': 1, ',': 0, 'cheerful': 0, 'voices': 2, 'continued': 5, 'to': 0, 'ring': 2, 'for': 1, 'a': 0, 'while': 1, '.': 0}","{'continued': 5, 'set': 4}",{'sun': 1},0.9927007911778036,3,1.9521453164999247,2
244,". To nic, że",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],. Widzę moją ścieżkę zupełnie,". To nic, że słońce zaszło . Widzę moją ścieżkę zupełnie","To nic, że słońce zaszło.","[('To', 'nic', 'cop'), ('nic', 'nic', 'ROOT'), (',', 'zaszło', 'punct'), ('że', 'zaszło', 'mark'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'nic', 'ccomp'), ('.', 'nic', 'punct')]",5,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'To': 0, 'nic': 3, ',': 0, 'że': 0, 'słońce': 0, 'zaszło': 3, '.': 0}","({słońce: 0, zaszło: 3})",0.3185748885242285,1,9.118590241874903,11.0,It doesn't matter that the sun has set.,"[('It', 'doesn&#39;t', 'nsubj'), ('doesn&#39;t', 'matter', 'nsubj'), ('matter', 'matter', 'ROOT'), ('that', 'set', 'dobj'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('has', 'set', 'aux'), ('set', 'matter', 'ccomp'), ('.', 'matter', 'punct')]",8,"{'It': 0, 'doesn&#39;t': 1, 'matter': 3, 'that': 0, 'the': 0, 'sun': 1, 'has': 0, 'set': 3, '.': 0}","{'matter': 3, 'set': 3}",{'sun': 1},0.5515441706925029,0,2.5407741657497077e-05,2
245,"do Warszawy: ""Dalekie",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"za chmury, smutek i","do Warszawy: ""Dalekie słońce zaszło za chmury, smutek i","Dalekie słońce zaszło za chmury, smutek i cisza ogarnęły niebo.","[('Dalekie', 'słońce', 'amod'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'zaszło', 'ROOT'), ('za', 'chmury', 'case'), ('chmury', 'zaszło', 'obl:arg'), (',', 'smutek', 'punct'), ('smutek', 'chmury', 'conj'), ('i', 'cisza', 'cc'), ('cisza', 'ogarnęły', 'nsubj'), ('ogarnęły', 'zaszło', 'conj'), ('niebo', 'ogarnęły', 'obj'), ('.', 'zaszło', 'punct')]",10,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Dalekie': 0, 'słońce': 1, 'zaszło': 4, 'za': 0, 'chmury': 2, ',': 0, 'smutek': 1, 'i': 0, 'cisza': 1, 'ogarnęły': 2, 'niebo': 0, '.': 0}","({słońce: 1, zaszło: 4})",0.6210794613998446,2,12.23392184143781,3.0,"The distant sun set behind the clouds, sadness and silence filled the sky.","[('The', 'sun', 'det'), ('distant', 'sun', 'amod'), ('sun', 'filled', 'nsubj'), ('set', 'sun', 'acl'), ('behind', 'set', 'prep'), ('the', 'clouds', 'det'), ('clouds', 'behind', 'pobj'), (',', 'clouds', 'punct'), ('sadness', 'clouds', 'conj'), ('and', 'sadness', 'cc'), ('silence', 'sadness', 'conj'), ('filled', 'filled', 'ROOT'), ('the', 'sky', 'det'), ('sky', 'filled', 'dobj'), ('.', 'filled', 'punct')]",13,"{'The': 0, 'distant': 0, 'sun': 3, 'set': 1, 'behind': 1, 'the': 0, 'clouds': 3, ',': 0, 'sadness': 2, 'and': 0, 'silence': 0, 'filled': 3, 'sky': 1, '.': 0}","{'filled': 3, 'set': 1}",{'sun': 3},1.6214988508357355,4,0.0,2
246,kulomiotów. W tejże chwili,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],za obłoki. Car-carej krzyknął,kulomiotów. W tejże chwili słońce zaszło za obłoki. Car-carej krzyknął,W tejże chwili słońce zaszło za obłoki.,"[('W', 'chwili', 'case'), ('tejże', 'chwili', 'det'), ('chwili', 'zaszło', 'obl'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'zaszło', 'ROOT'), ('za', 'obłoki', 'case'), ('obłoki', 'zaszło', 'obl:arg'), ('.', 'zaszło', 'punct')]",7,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'W': 0, 'tejże': 0, 'chwili': 2, 'słońce': 0, 'zaszło': 4, 'za': 0, 'obłoki': 1, '.': 0}","({słońce: 0, zaszło: 4})",1.177284962332105,4,0.193302745850177,11.0,At that moment the sun set behind the clouds.,"[('At', 'set', 'prep'), ('that', 'moment', 'det'), ('moment', 'At', 'pobj'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('set', 'set', 'ROOT'), ('behind', 'set', 'prep'), ('the', 'clouds', 'det'), ('clouds', 'behind', 'pobj'), ('.', 'set', 'punct')]",9,"{'At': 1, 'that': 0, 'moment': 1, 'the': 0, 'sun': 1, 'set': 4, 'behind': 1, 'clouds': 1, '.': 0}",{'set': 4},{'sun': 1},0.4680689038908222,0,0.0294564071060652,2
